"lga","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long","acc_citydist","acc_date","acc_genderbal"
"Northern Grampians","2011","12","2","3","8","0","4","4","0","3","19.2500","1.0000","-36.886546005992734","143.02258567302562","199.8372947595113","15/12/2011","0"
"Corangamite","2011","12","4","5","6","0","3","3","2","4","38.0000","2.0000","-38.37506925869134","143.24925549526745","162.2552812847193","15/12/2011","0"
"Pyrenees","2011","12","3","4","5","0","0","5","0","3","38.4000","1.6667","-37.39668610874273","143.3626970298567","148.1287246442193","15/12/2011","5"
"Swan Hill","2011","12","5","9","14","0","5","8","0","8","41.3571","1.6000","-35.33436482245666","143.51407721722484","304.3158816154637","15/12/2011","3"
"Colac-Otway","2011","12","8","10","28","0","8","19","1","14","32.3214","1.5000","-38.59652193823786","143.52384084497342","152.798549462856","15/12/2011","11"
"Central Goldfields","2011","12","3","4","4","0","1","3","0","3","60.0000","1.6667","-37.12304733649348","143.72908268175618","132.97961231817598","15/12/2011","2"
"Gannawarra","2011","12","4","7","9","1","0","9","0","5","38.8889","1.2500","-35.76747225962281","143.77049008017124","250.87017394513188","15/12/2011","9"
"Loddon","2011","12","5","5","9","1","1","7","0","6","25.7500","1.6000","-36.264349337579574","143.807765825594","200.25019539381367","15/12/2011","6"
"Ballarat","2011","12","22","38","56","0","24","26","0","29","39.8431","1.2727","-37.55666099920051","143.84558202053805","102.12665123076223","15/12/2011","2"
"Golden Plains","2011","12","3","4","5","0","1","4","0","4","47.2000","1.0000","-37.880752407358074","143.84770260082323","97.97261682870644","15/12/2011","3"
"Hepburn","2011","12","2","2","2","0","0","2","0","2","29.0000","1.0000","-37.31495853982413","144.03419361342122","98.60746402087298","15/12/2011","2"
"Surf Coast","2011","12","8","15","24","0","12","12","1","13","36.0833","1.5000","-38.38467706605755","144.18016636816157","93.29698104928879","15/12/2011","0"
"Mount Alexander","2011","12","5","6","8","0","4","4","0","5","34.1250","1.6000","-37.06090224427163","144.18329605836854","108.12755406239658","15/12/2011","0"
"Moorabool","2011","12","5","6","8","0","5","3","0","5","58.0000","1.4000","-37.66048732495862","144.21108425166494","68.00885777704389","15/12/2011","-2"
"Greater Bendigo","2011","12","24","42","57","1","28","28","2","34","34.6140","1.3333","-36.75826907008485","144.3237397145562","130.0583189264927","15/12/2011","0"
"Greater Geelong","2011","12","37","60","85","5","28","51","1","48","38.8625","1.5135","-38.12523578290777","144.39907872803707","60.22695598571544","15/12/2011","23"
"Macedon Ranges","2011","12","5","8","10","0","6","3","0","7","28.1000","1.2000","-37.38633911259141","144.5719738435584","58.4508882211561","15/12/2011","-3"
"Queenscliffe","2011","12","1","1","1","0","0","1","0","1","27.0000","2.0000","-38.28955344347397","144.61223762709938","61.15826800470451","15/12/2011","1"
"Melton","2011","12","12","25","31","2","11","18","1","14","31.4194","1.4167","-37.713173676672284","144.68136085745087","26.887808980465906","15/12/2011","7"
"Wyndham","2011","12","17","30","45","0","16","23","0","27","38.4500","1.7059","-37.87628958126619","144.68839892757126","24.89036483895696","15/12/2011","7"
"Brimbank","2011","12","44","95","123","1","39","72","1","59","35.8000","1.4091","-37.75932043971324","144.80582834389173","14.801446362026292","15/12/2011","33"
"Hobsons Bay","2011","12","17","35","45","6","16","28","0","24","33.4444","1.5294","-37.84855451704689","144.8371546051428","11.517511258201399","15/12/2011","12"
"Campaspe","2011","12","9","12","16","1","5","9","0","11","33.3333","1.4444","-36.28510211583667","144.84026399145444","170.18700380275942","15/12/2011","4"
"Maribyrnong","2011","12","20","30","49","1","14","25","0","25","39.7619","1.3000","-37.796215789596424","144.8818467299987","7.118402510786314","15/12/2011","11"
"Moonee Valley","2011","12","17","32","45","1","18","21","0","21","37.9750","1.2941","-37.7605094245872","144.90778000443132","7.401638299395526","15/12/2011","3"
"Hume","2011","12","30","59","82","0","36","40","1","43","32.0759","1.3000","-37.65060402421043","144.91650670983424","18.421660130861596","15/12/2011","4"
"Moreland","2011","12","32","63","77","3","25","40","0","35","37.3239","1.2813","-37.73952998272091","144.95400099299272","8.147104401604947","15/12/2011","15"
"Melbourne","2011","12","85","156","216","29","69","120","1","96","32.7500","1.3176","-37.812992954166845","144.95792348165295","0.20036957717241313","15/12/2011","51"
"Port Phillip","2011","12","26","46","62","6","21","34","0","31","35.1379","1.4231","-37.854050322586104","144.9681731965565","4.658445485101698","15/12/2011","13"
"Yarra","2011","12","33","57","67","13","23","34","0","36","37.1017","1.3030","-37.8010668640021","144.9879626072071","2.7606892124015068","15/12/2011","11"
"Mornington Peninsula","2011","12","33","67","96","8","46","45","2","44","39.3789","1.4848","-38.3180294598583","145.00493850743828","56.33366434970144","15/12/2011","-1"
"Darebin","2011","12","34","62","76","6","24","40","0","38","40.2121","1.2941","-37.73826752490202","145.01018004116114","9.365474790894341","15/12/2011","16"
"Bayside","2011","12","22","40","47","7","17","24","0","29","40.4186","1.4091","-37.937156973693","145.01501183334813","14.659181134956617","15/12/2011","7"
"Stonnington","2011","12","31","61","75","5","25","38","0","36","36.9403","1.2581","-37.85614131334646","145.0247533190607","7.455218779975301","15/12/2011","13"
"Glen Eira","2011","12","23","48","56","2","23","28","0","30","46.4038","1.4348","-37.89944124017196","145.04344474051967","12.10910968871014","15/12/2011","5"
"Whittlesea","2011","12","20","36","44","2","11","28","1","20","35.3902","1.4500","-37.64321896110171","145.04357777520138","20.216523955145128","15/12/2011","17"
"Mitchell","2011","12","9","12","16","0","8","8","0","9","37.7500","1.3333","-37.19708088134989","145.05521508953177","68.95836146902508","15/12/2011","0"
"Boroondara","2011","12","28","55","65","4","27","36","0","32","37.7143","1.2143","-37.813041433044496","145.0602767106509","8.795015403399773","15/12/2011","9"
"Banyule","2011","12","8","16","17","1","2","15","0","10","34.1765","1.2500","-37.714123082242146","145.09545280316757","16.169007419476607","15/12/2011","13"
"Kingston","2011","12","32","65","95","1","47","41","1","44","35.9000","1.3438","-37.98254197672246","145.09663507971513","22.36810120955132","15/12/2011","-6"
"Monash","2011","12","30","65","92","1","41","45","0","43","34.9341","1.2333","-37.89901043111426","145.1310134627423","17.8113867613664","15/12/2011","4"
"Frankston","2011","12","25","51","76","1","31","42","0","37","37.5789","1.2800","-38.1333351657792","145.1489148757097","39.31138841054384","15/12/2011","11"
"Whitehorse","2011","12","23","47","64","2","27","31","1","34","40.9677","1.3043","-37.83095860805987","145.15322590664007","17.079989332004434","15/12/2011","4"
"Manningham","2011","12","10","18","26","1","8","14","0","14","40.4783","1.3000","-37.775511899879405","145.15410570693538","17.534581481598327","15/12/2011","6"
